Document Number,Document Date,Document Type,Item Number,Item Description,U Of M,TRX QTY,Unit Cost,Extended Cost,TRX Location,Transfer To Location,Document Status
6934,04/30/2025,Transfer,D-04032,POP In Ginger H Cytl w/Turmeric 10ct(6x6),CASE,108,35.172,3798.57,1,3,Posted
6934,04/30/2025,Transfer,C-70121,Red Panax GSG Extm 10x10cc,CASE,45,88.2,3969,1,3,Posted
6936,04/28/2025,Transfer,P-AGT-Z50,AM GSG RT Tea Zipbags 50's,EACH,1300,0.175,227.5,1,3,Posted
6937,05/20/2025,Transfer,A-61243,AM GSG RT Tea 40 Bags,CASE,72,147.34,10608.48,1,2,Posted
6937,05/20/2025,Transfer,M-70081,DH Reishi Caps 280mgx120 G Box,CASE,15,128.04,1920.6,1,2,Posted
6937,05/20/2025,Transfer,F-87101,Zess Cream Cracker - Original 6x460g,CASE,50,13.938,696.9,1,2,Posted
6937,05/20/2025,Transfer,M-41062,YNBY Toothpaste Wht 100g+30g Free##25,CASE,95,29.808,2831.76,1,2,Posted
6937,05/20/2025,Transfer,J-40136,POP Ins Matcha Latte 30gx12CT,CASE,120,37.562,4507.44,1,2,Posted
6937,05/20/2025,Transfer,A-61218,AM GSG RT/Honey Tea 8.5gx18,CASE,10,116.44,1164.4,1,2,Posted
6937,05/20/2025,Transfer,A-61219,AM GSG RT/Honey Tea 8.5gx18x2,CASE,30,121.28,3638.4,1,2,Posted
6937,05/20/2025,Transfer,D-03052,POP HT Blood Pressure 1.8gx18,CASE,264,23.172,6117.41,1,2,Posted
6937,05/20/2025,Transfer,D-03054,POP HT Cholesterol 1.8gx18,CASE,132,28.488,3760.41,1,2,Posted
6937,05/20/2025,Transfer,D-03055N,POP HT Detox 1.8gx18 (NEW),CASE,50,23.328,1166.4,1,2,Posted
6937,05/20/2025,Transfer,D-03060,POP HT Menopause 1.8gx18,CASE,125,29.256,3657,1,2,Posted
6937,05/20/2025,Transfer,A-61234T,AM GSG RT/Green Tea 30 Bagsx2(New),CASE,42,106.128,4457.38,1,2,Posted
6937,05/20/2025,Transfer,A-61236T,AM GSG RT/Chrysan Tea 30 Bagsx2(New),CASE,30,99.048,2971.44,1,2,Posted
6937,05/20/2025,Transfer,D-02030,PG Ban Lan Gen 10's,CASE,66,21.096,1392.34,1,2,Posted
6937,05/20/2025,Transfer,D-60012,POP Pi Lo Chun Green Tea 300g,CASE,10,109.164,1091.64,1,2,Posted
6937,05/20/2025,Transfer,D-60013,POP Jasmine Green Tea 180g,CASE,20,145.032,2900.64,1,2,Posted
6937,05/20/2025,Transfer,D-60017,POP Pu-Erh Black Tea 200g,CASE,12,99.756,1197.07,1,2,Posted
6937,05/20/2025,Transfer,D-60021,POP Organic Mao Feng Tea 120g,CASE,5,84.516,422.58,1,2,Posted
6937,05/20/2025,Transfer,D-60023,POP Pearl Jasmine Tea 150g,CASE,10,124.152,1241.52,1,2,Posted
6937,05/20/2025,Transfer,A-61138,AM GSG R/J & B Pollen 10x10cc,CASE,21,118.8,2494.8,1,2,Posted
6937,05/20/2025,Transfer,A-61260N,AM GSG RT Tea 60 Bags (15/cs),CASE,144,147.3,21211.2,1,2,Posted
6943,05/06/2025,Transfer,M-96100,Seirogan 100 Pills,CASE,5,528,2640,3,1,Posted
6943,05/06/2025,Transfer,F-50139,Gavottes Crepes 500g,CASE,50,73.518,3675.9,3,1,Posted
6944,04/29/2025,Transfer,F-04130,POP Ginger Chews Plus+ Original 3 oz,CASE,300,17.748,5324.4,1,3,Posted
6946,05/12/2025,Transfer,F-03805,POP Ginger Hard Candy(CF) 4 oz,CASE,960,5.03,4828.8,1,3,Posted
6946,05/12/2025,Transfer,F-96101,WW Black Sesame Dessert 260g,CASE,364,36.768,13383.56,1,3,Posted
6946,05/12/2025,Transfer,F-96102,WW Red Bean w/Tangerine Peel Dessert 260g,CASE,100,36.768,3676.8,1,3,Posted
6946,05/12/2025,Transfer,F-96103,WW Almond Dessert 260g,CASE,60,36.768,2206.08,1,3,Posted
6946,05/12/2025,Transfer,F-96104,WW Walnut Dessert 260g,CASE,10,36.768,367.68,1,3,Posted
6946,05/12/2025,Transfer,F-96107,WW PurpleRiceTaro w/CoconutMilkDessert 260g,CASE,80,32.4,2592,1,3,Posted
6946,05/12/2025,Transfer,M-41061,YNBY Toothpaste Mint 100g+30g Free##25,CASE,114,24.732,2819.45,1,3,Posted
6946,05/12/2025,Transfer,A-61219,AM GSG RT/Honey Tea 8.5gx18x2,CASE,30,121.04,3631.2,1,3,Posted
6946,05/12/2025,Transfer,C-70123,Red Panax GSG Extm 30x10cc,CASE,135,116.304,15701.04,1,3,Posted
6946,05/12/2025,Transfer,C-70430,Ultra Gingko Plus 30x10cc,CASE,135,111.48,15049.8,1,3,Posted
6946,05/12/2025,Transfer,C-70530,Ultra Joint Health Extract 30x10,CASE,90,133.776,12039.84,1,3,Posted
6946,05/12/2025,Transfer,A-61138,AM GSG R/J & B Pollen 10x10cc,CASE,21,118.8,2494.8,1,3,Posted
6949,05/19/2025,Transfer,S-06021,Bee&Flower Jasmine Soap 2.65 oz /Reg,CASE,64,52.56,3363.84,2,3,Posted
6949,05/19/2025,Transfer,S-06031,Bee&Flower Rose Soaps 2.65 oz /Reg,CASE,64,52.56,3363.84,2,3,Posted
6949,05/19/2025,Transfer,J-72806,Sunny Fruit Organic Dried Plums 5.3 oz,CASE,25,46.8,1170,2,3,Posted
6949,05/19/2025,Transfer,D-41986,POP D Brown Sugar Ginger Honey Crystal,CASE,48,40.104,1925,2,3,Posted
6958,05/27/2025,Transfer,D-41986,POP D Brown Sugar Ginger Honey Crystal,CASE,48,40.104,1925,2,1,Posted
6958,05/27/2025,Transfer,J-72805,Sunny Fruit Organic Mulberries 5.3 oz,CASE,30,46.8,1404,2,1,Posted
6958,05/27/2025,Transfer,J-72801,Sunny Fruit Organic Dried Figs 8.8oz##25,CASE,25,46.8,1170,2,1,Posted
6958,05/27/2025,Transfer,F-11077,POP Honey Loquat Candy 76g (18/8),CASE,12,113.616,1363.39,2,1,Posted
6958,05/27/2025,Transfer,F-04073,POP Ginger Chews Mango 8 oz,CASE,1024,8.464,8667.14,2,1,Posted
6959,05/12/2025,Transfer,J-63014,Mazola Vegetable Oil 40 oz,CASE,72,40.452,2912.55,3,1,Posted
6959,05/12/2025,Transfer,J-63024,Mazola Canola Oil 40 oz,CASE,72,40.452,2912.55,3,1,Posted
6959,05/12/2025,Transfer,F-85006,Jayoo 1mm P Crackers(SpicyCrayfish) 180g,CASE,70,17.28,1209.6,3,1,Posted
6959,05/12/2025,Transfer,T-47028,Kwan Loong Oil 1 fl oz,CASE,30,376.32,11289.6,3,1,Posted
6964,05/15/2025,Transfer,D-03052,POP HT Blood Pressure 1.8gx18,CASE,264,23.172,6117.41,1,3,Posted
6964,05/15/2025,Transfer,A-61260N,AM GSG RT Tea 60 Bags (15/cs),CASE,48,147.3,7070.4,1,3,Posted
6964,05/15/2025,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,30,149.436,4483.08,1,3,Posted
6969,06/10/2025,Transfer,D-04030,POP In Ginger H Cytl w/AM GSG 18gx10,CASE,96,32.904,3158.79,2,3,Posted
6969,06/10/2025,Transfer,F-11077,POP Honey Loquat Candy 76g (18/8),CASE,10,113.616,1136.16,2,3,Posted
6969,06/10/2025,Transfer,J-72801,Sunny Fruit Organic Dried Figs 8.8oz##25,CASE,35,46.8,1638,2,3,Posted
6969,06/10/2025,Transfer,F-00424,Loacker Wafer D. Chocolate 250g(#10449),CASE,210,46.998,9869.58,2,3,Posted
6969,06/10/2025,Transfer,F-00488,Loacker Wafer Tiramisu 220g(#10488),CASE,104,46.998,4887.79,2,3,Posted
6969,06/10/2025,Transfer,F-00488,Loacker Wafer Tiramisu 220g(#10488),CASE,106,46.998,4981.79,2,3,Posted
6969,06/10/2025,Transfer,D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),CASE,272,10.968,2983.3,2,3,Posted
6969,06/10/2025,Transfer,D-14206,POP OG Jasmine Tea 1.8gx100 (6ct/cs),CASE,272,13.956,3796.03,2,3,Posted
6969,06/10/2025,Transfer,D-19206,POP OG Black Tea 1.8gx100 (6ct/cs),CASE,136,14.508,1973.09,2,3,Posted
6971,05/13/2025,Transfer,AC-LS4,"AM GSG LS, 1/4 LB.",BOX,96,16.183,1553.57,1,3,Posted
6971,05/13/2025,Transfer,AC-LL4,"AM GSG LL, 1/4 LB.",BOX,96,18.786,1803.43,1,3,Posted
6971,05/13/2025,Transfer,AC-ML4,"AM GSG ML, 1/4 LB.",BOX,36,18.951,682.23,1,3,Posted
6971,05/13/2025,Transfer,AC-MJ4,"AM GSG MJ, 1/4 LB.",BOX,60,22.055,1323.3,1,3,Posted
6971,05/13/2025,Transfer,AC-B4SL,AM GSG Slices 4 oz Bag,BAG,120,15.353,1842.36,1,3,Posted
6971,05/13/2025,Transfer,P-AG-ZB6,POP Am Gsg Zip-lock Bag 6 oz,EACH,3400,0.125,425,1,3,Posted
6971,05/13/2025,Transfer,P-A8B-T,A-C GSG In Bag - Plastic Tray ( 8 oz),EACH,1000,0.048,48,1,3,Posted
6971,05/13/2025,Transfer,P-OA50,Silica Gel Desiccant 3g,EACH,5000,0.052,260,1,3,Posted
6976,05/28/2025,Transfer,K-88051,K. Red GSG Capsules 518mgx50,CASE,713,70.006,49914.52,1,2,Posted
6976,05/28/2025,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,90,149.436,13449.24,1,2,Posted
6976,05/28/2025,Transfer,A-61260N,AM GSG RT Tea 60 Bags (15/cs),CASE,72,145.47,10473.84,1,2,Posted
6977,05/28/2025,Transfer,F-11148A,POP Honey Loquat Candy 148g,CASE,10,67.728,677.28,3,1,Posted
6977,05/28/2025,Transfer,S-06012,Bee&Flower Sandalwood Soap 4.4 oz /Large,CASE,10,79.344,793.44,3,1,Posted
6977,05/28/2025,Transfer,K-88002,Korean Red Ginseng Powder,KG,450,170.525,76736.25,3,1,Posted
6981,05/22/2025,Transfer,F-04075,POP Ginger Chews Blood Orange 8 oz,CASE,448,7.944,3558.92,1,3,Posted
6981,05/22/2025,Transfer,D-03056,POP HT Peppermint Green 1.8gx18,CASE,100,21.576,2157.6,1,3,Posted
6981,05/22/2025,Transfer,A-61243,AM GSG RT Tea 40 Bags,CASE,48,144.54,6937.92,1,3,Posted
6981,05/22/2025,Transfer,D-04061,POP Ginger Honey Cytl Original 10ct(6x6),CASE,216,32.94,7115.04,1,3,Posted
6981,05/22/2025,Transfer,D-04032,POP In Ginger H Cytl w/Turmeric 10ct(6x6),CASE,108,35.082,3788.84,1,3,Posted
6981,05/22/2025,Transfer,D-04030,POP In Ginger H Cytl w/AM GSG 18gx10,CASE,20,32.904,658.08,1,3,Posted
6981,05/22/2025,Transfer,F-11076A,POP Honey Loquat Candy 76g,CASE,20,112.608,2252.16,1,3,Posted
6985,05/28/2025,Transfer,AC-B6MM,AM GSG Root (M) 6 oz Bag - Med,BAG,36,21.267,765.62,1,2,Posted
6985,05/28/2025,Transfer,AC-MS4,"AM GSG MS, 1/4 LB.",BOX,60,13.343,800.58,1,2,Posted
6985,05/28/2025,Transfer,AC-RS4,"AM GSG RS, 1/4 LB.",BOX,120,13.624,1634.88,1,2,Posted
6985,05/28/2025,Transfer,AC-B3RM,AM GSG Root (R) 3 oz GBox - Med,BOX,60,11.651,699.07,1,2,Posted
6985,05/28/2025,Transfer,AC-B6RL,AM GSG Root (R) 6 oz Bag - Large,BAG,48,23.28,1117.44,1,2,Posted
6986,05/28/2025,Transfer,J-40136,POP Ins Matcha Latte 30gx12CT,CASE,120,37.562,4507.44,1,2,Posted
6986,05/28/2025,Transfer,M-41061,YNBY Toothpaste Mint 100g+30g Free##25,CASE,100,24.732,2473.2,1,2,Posted
6986,05/28/2025,Transfer,M-41062,YNBY Toothpaste Wht 100g+30g Free##25,CASE,30,29.808,894.24,1,2,Posted
6986,05/28/2025,Transfer,M-41066,YNBY Toothpaste Probio 100g+30g Free,CASE,100,32.34,3234,1,2,Posted
6986,05/28/2025,Transfer,D-03070,POP Blood Pressure Tea 1.8gx18(4x3),CASE,68,26.256,1785.41,1,2,Posted
6986,05/28/2025,Transfer,D-03071,POP Blood Sugar Tea 1.8gx18(4x3),CASE,70,25.368,1775.76,1,2,Posted
6986,05/28/2025,Transfer,D-04038,POP Ginger H Cytl.w/PassionFruit 10ct(6x6),CASE,10,29.916,299.16,1,2,Posted
6986,05/28/2025,Transfer,F-11078,POP Honey Loquat Candy APear 76g,CASE,8,115.344,922.75,1,2,Posted
6986,05/28/2025,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,90,148.836,13395.24,1,2,Posted
6986,05/28/2025,Transfer,A-61260N,AM GSG RT Tea 60 Bags (15/cs),CASE,144,146.04,21029.76,1,2,Posted
6987,05/27/2025,Transfer,A-61134,Wild AM GSG Powder 1.5 oz,BOX,33,12.132,400.36,2,1,Posted
6988,05/28/2025,Transfer,A-61134,Wild AM GSG Powder 1.5 oz,BOX,54,11.462,618.95,3,1,Posted
6989,06/11/2025,Transfer,S-06022,Bee&Flower Jasmine Soap 4.4 oz /Large,CASE,5,93.744,468.72,2,1,Posted
6989,06/11/2025,Transfer,T-32202,Tiger Balm Single Patch 12ct/disp,CASE,440,76.32,33580.8,2,1,Posted
6989,06/11/2025,Transfer,T-32202,Tiger Balm Single Patch 12ct/disp,CASE,330,77.616,25613.28,2,1,Posted
6989,06/11/2025,Transfer,T-32202,Tiger Balm Single Patch 12ct/disp,CASE,330,76.505,25246.52,2,1,Posted
6989,06/11/2025,Transfer,F-87111,Zess Cream Cracker - Sugar 24x192g,CASE,30,16.488,494.64,2,1,Posted
6989,06/11/2025,Transfer,F-87113,Zess Sandwich Cracker - Lemon 24x180g,CASE,60,21.864,1311.84,2,1,Posted
6992,07/07/2025,Transfer,S-06012,Bee&Flower Sandalwood Soap 4.4 oz /Large,CASE,10,79.344,793.44,3,2,Posted
6992,07/07/2025,Transfer,F-11078,POP Honey Loquat Candy APear 76g,CASE,20,116.064,2321.28,3,2,Posted
6992,07/07/2025,Transfer,A-61138,AM GSG R/J & B Pollen 10x10cc,CASE,10,118.8,1188,3,2,Posted
6992,07/07/2025,Transfer,J-31048,On Kee  Abalone In Crab Paste,CASE,30,162.204,4866.12,3,2,Posted
6992,07/07/2025,Transfer,J-31077,On Kee Abalone & Fish Maw  Seafood Soup,CASE,30,94.98,2849.4,3,2,Posted
6992,07/07/2025,Transfer,M-96100,Seirogan 100 Pills,CASE,100,574.5,57450,3,2,Posted
6992,07/07/2025,Transfer,M-96400,Seirogan 400 Pills,CASE,50,636.36,31818,3,2,Posted
6993,06/02/2025,Transfer,F-85002,Jayoo 1mm P Crackers(BBQ) 180g,CASE,70,19.552,1368.64,1,3,Posted
6993,06/02/2025,Transfer,D-03071,POP Blood Sugar Tea 1.8gx18(4x3),CASE,132,26.136,3449.95,1,3,Posted
6993,06/02/2025,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,60,143.7,8622,1,3,Posted
6995,06/16/2025,Transfer,D-03053,POP HT Blood Sugar 1.8gx18,CASE,396,22.704,8990.79,1,2,Posted
6995,06/16/2025,Transfer,D-03056,POP HT Peppermint Green 1.8gx18,CASE,70,21.576,1510.32,1,2,Posted
6995,06/16/2025,Transfer,D-03054,POP HT Cholesterol 1.8gx18,CASE,132,28.488,3760.41,1,2,Posted
6995,06/16/2025,Transfer,D-60015,POP Ti Kuan Yin Tea 250g,CASE,10,114.564,1145.64,1,2,Posted
6995,06/16/2025,Transfer,D-60011,POP Dragon Well Green Tea 250g,CASE,10,118.248,1182.48,1,2,Posted
6995,06/16/2025,Transfer,A-61260N,AM GSG RT Tea 60 Bags (15/cs),CASE,72,145.695,10490.04,1,2,Posted
6995,06/16/2025,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,60,143.724,8623.44,1,2,Posted
6997,06/10/2025,Transfer,J-75001,MyKuali White Curry Noodle,CASE,280,19.968,5591.04,3,1,Posted
6997,06/10/2025,Transfer,J-75003,MyKuali Tom Yum Goong Noodle,CASE,140,19.296,2701.44,3,1,Posted
6997,06/10/2025,Transfer,M-96036,Seirogan Toi A 36 Pills,CASE,10,388.92,3889.2,3,1,Posted
6997,06/10/2025,Transfer,D-17206,POP OG Pu-Erh Tea 1.8gx100 (6ct/cs),CASE,136,13.896,1889.86,3,1,Posted
6997,06/10/2025,Transfer,F-04212,POP Ginger Chews Lemon 2 oz,CASE,280,20.88,5846.4,3,1,Posted
6997,06/10/2025,Transfer,A-61220,AM GSG RT Tea 20 Bags,CASE,24,138.12,3314.88,3,1,Posted
6998,06/02/2025,Transfer,AC-BK01,AM GSG Root Mixed In Bulk,LB,660,18.178,11997.2,1,3,Posted
6998,06/02/2025,Transfer,P-OA50,Silica Gel Desiccant 3g,EACH,5000,0.052,260,1,3,Posted
7003,06/03/2025,Transfer,A-6101B,Wild AM GSG Instant Tea 3g Bulk,CASE,145,220.114,31916.58,1,2,Posted
7003,06/03/2025,Transfer,P-AIT80B,WAMG Instant Tea Paper Box 80',EACH,3000,1.05,3150,1,2,Posted
7003,06/03/2025,Transfer,P-AIT10BN,WAMG Instant Tea Inner Box 10' N,EACH,28800,0,0,1,2,Posted
7004,06/05/2025,Transfer,F-85004,Jayoo 1mm P Crackers(WasabiSeaweed) 180g,CASE,70,19.424,1359.68,1,3,Posted
7004,06/05/2025,Transfer,F-00497,Loacker Wafer Matcha 220g(#13202),CASE,140,46.998,6579.72,1,3,Posted
7004,06/05/2025,Transfer,F-00497,Loacker Wafer Matcha 220g(#13202),CASE,140,46.998,6579.72,1,3,Posted
7004,06/05/2025,Transfer,D-04020,POP Dong Quai/Red Date 18gx10,CASE,48,35.892,1722.82,1,3,Posted
7004,06/05/2025,Transfer,D-04032,POP In Ginger H Cytl w/Turmeric 10ct(6x6),CASE,144,34.992,5038.85,1,3,Posted
7005,06/03/2025,Transfer,AC-B3SL5,AM GSG Slices (L) 3 oz GBox,BOX,240,13.215,3171.71,1,2,Posted
7005,06/03/2025,Transfer,AC-B3SLJ,AM GSG Slices 3 oz Bag-Jumbo,BAG,600,12.682,7609.45,1,2,Posted
7005,06/03/2025,Transfer,AC-B4SL,AM GSG Slices 4 oz Bag,BAG,180,15.353,2763.54,1,2,Posted
7005,06/03/2025,Transfer,AC-B3R4,"AM GSG Root R-4, 3 oz GBox",BOX,120,10.066,1207.92,1,2,Posted
7005,06/03/2025,Transfer,AC-B6SL,AM GSG Slices 6 oz Bag,BAG,144,22.894,3296.76,1,2,Posted
7013,07/10/2025,Transfer,F-58005,ST.M Classic Galettes 130g (#41572),CASE,50,18.78,939,2,3,Posted
7013,07/10/2025,Transfer,F-58006,ST.M Galettes w/Choc 121g (#41724),CASE,50,19.56,978,2,3,Posted
7013,07/10/2025,Transfer,C-70052,Red Ginseng R/Jelly 30x10cc,CASE,70,151.344,10594.08,2,3,Posted
7014,06/11/2025,Transfer,D-14206,POP OG Jasmine Tea 1.8gx100 (6ct/cs),CASE,272,13.956,3796.03,2,1,Posted
7014,06/11/2025,Transfer,D-19206,POP OG Black Tea 1.8gx100 (6ct/cs),CASE,272,14.508,3946.18,2,1,Posted
7014,06/11/2025,Transfer,D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),CASE,272,10.968,2983.3,2,1,Posted
7016,06/12/2025,Transfer,A-61260N,AM GSG RT Tea 60 Bags (15/cs),CASE,48,145.695,6993.36,1,3,Posted
7016,06/12/2025,Transfer,A-61218,AM GSG RT/Honey Tea 8.5gx18,CASE,5,116.44,582.2,1,3,Posted
7016,06/12/2025,Transfer,M-96100,Seirogan 100 Pills,CASE,1,528,528,1,3,Posted
7016,06/12/2025,Transfer,D-04033,POP In Ginger H Cytl w/Turmeric 18gx25,CASE,90,52.71,4743.9,1,3,Posted
7016,06/12/2025,Transfer,D-02007,"Dieter's Drink, 18 Tea Bags",CASE,20,58.752,1175.04,1,3,Posted
7016,06/12/2025,Transfer,M-94306,Organic Lycii 6 oz Bag,CASE,60,50.904,3054.24,1,3,Posted
7016,06/12/2025,Transfer,F-11076A,POP Honey Loquat Candy 76g,CASE,10,112.608,1126.08,1,3,Posted
7019,06/12/2025,Transfer,P-AGT-Z50,AM GSG RT Tea Zipbags 50's,EACH,2600,0.175,455,1,3,Posted
7022,06/18/2025,Transfer,F-04076,POP Ginger Chews Assorted 8 oz,CASE,784,10.216,8009.35,1,2,Posted
7022,06/18/2025,Transfer,A-61235T,AM GSG RT/Jasmine Tea 30 Bagsx2(New),CASE,70,107.328,7512.96,1,2,Posted
7022,06/18/2025,Transfer,D-03001A,Coldaid 10 Bags,CASE,50,39.264,1963.2,1,2,Posted
7022,06/18/2025,Transfer,D-04024,POP In Ginger HCytl w/Matcha 10ct(6x6),CASE,36,35.136,1264.9,1,2,Posted
7022,06/18/2025,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,90,143.676,12930.84,1,2,Posted
7023,06/23/2025,Transfer,J-72805,Sunny Fruit Organic Mulberries 5.3 oz,CASE,25,46.8,1170,2,1,Posted
7023,06/23/2025,Transfer,J-72806,Sunny Fruit Organic Dried Plums 5.3 oz,CASE,10,46.8,468,2,1,Posted
7023,06/23/2025,Transfer,F-50139,Gavottes Crepes 500g,CASE,100,84.852,8485.2,2,1,Posted
7023,06/23/2025,Transfer,F-50140,Gavottes Crepes 1250g #011120,CASE,70,99.508,6965.56,2,1,Posted
7023,06/23/2025,Transfer,F-50143N,Gavottes Rolled Wafer 500g,CASE,100,66.708,6670.8,2,1,Posted
7024,06/17/2025,Transfer,J-31047,On Kee Gift Set Abalone w/Fish Maw,CASE,80,141.232,11298.56,3,1,Posted
7024,06/17/2025,Transfer,J-31048,On Kee  Abalone In Crab Paste,CASE,160,162.204,25952.64,3,1,Posted
7024,06/17/2025,Transfer,J-31077,On Kee Abalone & Fish Maw  Seafood Soup,CASE,60,94.98,5698.8,3,1,Posted
7025,06/18/2025,Transfer,F-50139,Gavottes Crepes 500g,CASE,150,84.852,12727.8,2,3,Posted
7025,06/18/2025,Transfer,F-50140,Gavottes Crepes 1250g #011120,CASE,140,99.508,13931.12,2,3,Posted
7025,06/18/2025,Transfer,F-50143N,Gavottes Rolled Wafer 500g,CASE,100,66.708,6670.8,2,3,Posted
7025,06/18/2025,Transfer,F-50143N,Gavottes Rolled Wafer 500g,CASE,50,57.336,2866.8,2,3,Posted
7031,06/12/2025,Transfer,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,BAG,800,12.346,9876.8,1,3,Posted
7031,06/12/2025,Transfer,AC-B3SLJ,AM GSG Slices 3 oz Bag-Jumbo,BAG,480,12.828,6157.61,1,3,Posted
7032,06/18/2025,Transfer,AC-MM4,"AM GSG MM, 1/4 LB.",BOX,60,15.609,936.54,1,2,Posted
7032,06/18/2025,Transfer,AC-B3RS,AM GSG Root (R) 3 oz GBox - Sm,BOX,60,13.76,825.6,1,2,Posted
7032,06/18/2025,Transfer,AC-B3MM,AM GSG Root (M) 3 oz GBox - Med,BOX,60,10.779,646.74,1,2,Posted
7032,06/18/2025,Transfer,AC-B3MS,AM GSG Root (M) 3 oz GBox- Sm,BOX,48,13.51,648.48,1,2,Posted
7032,06/18/2025,Transfer,AC-B3ML,AM GSG Root (M) 3 oz GBox- Large,BOX,60,20.668,1240.08,1,2,Posted
7032,06/18/2025,Transfer,AC-RL4,"AM GSG RL, 1/4 LB.",BOX,60,16.488,989.28,1,2,Posted
7032,06/18/2025,Transfer,AC-B6SLJ,AM GSG Slices 6 oz Bag-Jumbo,BAG,240,21.548,5171.52,1,2,Posted
7033,06/19/2025,Transfer,F-85002,Jayoo 1mm P Crackers(BBQ) 180g,CASE,70,19.552,1368.64,1,3,Posted
7033,06/19/2025,Transfer,A-61235S,AM GSG RT/JasmineTea 30 Bags(New),CASE,28,106.056,2969.57,1,3,Posted
7033,06/19/2025,Transfer,J-40135N,POP Ins Thai Tea 35gx12CT (14/cs),CASE,300,35.532,10659.6,1,3,Posted
7033,06/19/2025,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,60,143.676,8620.56,1,3,Posted
7033,06/19/2025,Transfer,A-61243,AM GSG RT Tea 40 Bags,CASE,72,160.42,11550.24,1,3,Posted
7033,06/19/2025,Transfer,D-04036,POP In Ginger H Cytl w/Plum 18gx10,CASE,6,30.923,185.54,1,3,Posted
7033,06/19/2025,Transfer,A-61260N,AM GSG RT Tea 60 Bags (15/cs),CASE,24,145.695,3496.68,1,3,Posted
7039,06/25/2025,Transfer,J-40135N,POP Ins Thai Tea 35gx12CT (14/cs),CASE,150,35.532,5329.8,1,2,Posted
7039,06/25/2025,Transfer,J-40032,POP Ins 3 in 1 Cappuccino 20gx22CT,CASE,70,58.98,4128.6,1,2,Posted
7039,06/25/2025,Transfer,A-61260N,AM GSG RT Tea 60 Bags (15/cs),CASE,168,150.945,25358.76,1,2,Posted
7039,06/25/2025,Transfer,A-61220,AM GSG RT Tea 20 Bags,CASE,10,138.12,1381.2,1,2,Posted
7039,06/25/2025,Transfer,M-94306,Organic Lycii 6 oz Bag,CASE,60,50.904,3054.24,1,2,Posted
7040,06/25/2025,Transfer,J-63041,Argo Cornstarch 16 oz (box),CASE,189,29.28,5533.92,2,1,Posted
7040,06/25/2025,Transfer,C-70113,Panax GSG Extm 30x10cc(SS Box),CASE,42,97.656,4101.55,2,1,Posted
7044,06/23/2025,Transfer,J-63040,Argo Cornstarch 16 oz (btl),CASE,90,21.48,1933.2,3,1,Posted
7044,06/23/2025,Transfer,J-63041,Argo Cornstarch 16 oz (box),CASE,50,29.28,1464,3,1,Posted
7049,06/25/2025,Transfer,AC-SL4,"AM GSG Slices, 1/4 LB.",BOX,60,20.399,1223.94,1,2,Posted
7050,06/26/2025,Transfer,D-18212,POP Organic White Tea 1.8gx20 (12ct/cs),CASE,30,6.408,192.24,1,3,Posted
7050,06/26/2025,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,60,143.676,8620.56,1,3,Posted
7050,06/26/2025,Transfer,T-42204,Tiger Balm Arthritis Rub 4 fl oz,CASE,49,280.272,13733.33,1,3,Posted
7050,06/26/2025,Transfer,D-02007,"Dieter's Drink, 18 Tea Bags",CASE,20,58.752,1175.04,1,3,Posted
7050,06/26/2025,Transfer,J-40132,POP Ins 3 in 1 Tea Latte 17gx22CT,CASE,125,66.06,8257.5,1,3,Posted
7053,07/14/2025,Transfer,T-44030,Tiger Balm Muscle Gel Active 2 oz##FY25,CASE,10,139.98,1399.8,2,1,Posted
7053,07/14/2025,Transfer,D-13106,POP Green Tea 1.8gx100 (6ct/cs),CASE,136,9.996,1359.45,2,1,Posted
7053,07/14/2025,Transfer,D-13306,POP Green Tea 1.8gx100 JapaneseS (6ct/cs),CASE,50,11.832,591.6,2,1,Posted
7053,07/14/2025,Transfer,D-14106,POP Jasmine Tea 1.8gx100 (6ct/cs),CASE,136,13.35,1815.6,2,1,Posted
7053,07/14/2025,Transfer,D-16106,POP Ti Kuan Yin Tea 1.8gx100 (6ct/cs),CASE,40,10.632,425.28,2,1,Posted
7053,07/14/2025,Transfer,D-18106,POP White Tea 1.8gx100 (6ct/cs),CASE,25,121.5,3037.5,2,1,Posted
7054,06/30/2025,Transfer,M-96100,Seirogan 100 Pills,CASE,25,574.5,14362.5,3,1,Posted
7054,06/30/2025,Transfer,M-96400,Seirogan 400 Pills,CASE,10,636.36,6363.6,3,1,Posted
7056,07/08/2025,Transfer,D-04032,POP In Ginger H Cytl w/Turmeric 10ct(6x6),CASE,135,34.992,4723.92,1,2,Posted
